year,series_id,label,value,unit,frequency,geography,industry_code,industry_name,measure,source_id
2021,iip_production_1106109000,電気計測器・生産,122.2,index_2020_100,calendar_year,Japan,1106109000,電気計測器,production,industry-iip-annual-20260914
2022,iip_production_1106109000,電気計測器・生産,125.7,index_2020_100,calendar_year,Japan,1106109000,電気計測器,production,industry-iip-annual-20260914
2023,iip_production_1106109000,電気計測器・生産,125.4,index_2020_100,calendar_year,Japan,1106109000,電気計測器,production,industry-iip-annual-20260914
2024,iip_production_1106109000,電気計測器・生産,124.5,index_2020_100,calendar_year,Japan,1106109000,電気計測器,production,industry-iip-annual-20260914
2025,iip_production_1106109000,電気計測器・生産,128.0,index_2020_100,calendar_year,Japan,1106109000,電気計測器,production,industry-iip-annual-20260914
2018,iip_production_1106200000,情報通信機械工業・生産,113.6,index_2020_100,calendar_year,Japan,1106200000,情報通信機械工業,production,industry-iip-annual-20260914
2019,iip_production_1106200000,情報通信機械工業・生産,120.5,index_2020_100,calendar_year,Japan,1106200000,情報通信機械工業,production,industry-iip-annual-20260914
2020,iip_production_1106200000,情報通信機械工業・生産,100.0,index_2020_100,calendar_year,Japan,1106200000,情報通信機械工業,production,industry-iip-annual-20260914
2021,iip_production_1106200000,情報通信機械工業・生産,95.2,index_2020_100,calendar_year,Japan,1106200000,情報通信機械工業,production,industry-iip-annual-20260914
2022,iip_production_1106200000,情報通信機械工業・生産,86.8,index_2020_100,calendar_year,Japan,1106200000,情報通信機械工業,production,industry-iip-annual-20260914
2023,iip_production_1106200000,情報通信機械工業・生産,90.8,index_2020_100,calendar_year,Japan,1106200000,情報通信機械工業,production,industry-iip-annual-20260914
2024,iip_production_1106200000,情報通信機械工業・生産,87.0,index_2020_100,calendar_year,Japan,1106200000,情報通信機械工業,production,industry-iip-annual-20260914
2025,iip_production_1106200000,情報通信機械工業・生産,81.5,index_2020_100,calendar_year,Japan,1106200000,情報通信機械工業,production,industry-iip-annual-20260914
2018,iip_production_1106201000,有線通信機器・生産,75.0,index_2020_100,calendar_year,Japan,1106201000,有線通信機器,production,industry-iip-annual-20260914
2019,iip_production_1106201000,有線通信機器・生産,87.2,index_2020_100,calendar_year,Japan,1106201000,有線通信機器,production,industry-iip-annual-20260914
2020,iip_production_1106201000,有線通信機器・生産,100.0,index_2020_100,calendar_year,Japan,1106201000,有線通信機器,production,industry-iip-annual-20260914
2021,iip_production_1106201000,有線通信機器・生産,95.5,index_2020_100,calendar_year,Japan,1106201000,有線通信機器,production,industry-iip-annual-20260914
2022,iip_production_1106201000,有線通信機器・生産,86.8,index_2020_100,calendar_year,Japan,1106201000,有線通信機器,production,industry-iip-annual-20260914
2023,iip_production_1106201000,有線通信機器・生産,97.1,index_2020_100,calendar_year,Japan,1106201000,有線通信機器,production,industry-iip-annual-20260914
2024,iip_production_1106201000,有線通信機器・生産,84.1,index_2020_100,calendar_year,Japan,1106201000,有線通信機器,production,industry-iip-annual-20260914
2025,iip_production_1106201000,有線通信機器・生産,84.4,index_2020_100,calendar_year,Japan,1106201000,有線通信機器,production,industry-iip-annual-20260914
2018,iip_production_1106202000,無線通信機器・生産,114.6,index_2020_100,calendar_year,Japan,1106202000,無線通信機器,production,industry-iip-annual-20260914
2019,iip_production_1106202000,無線通信機器・生産,108.9,index_2020_100,calendar_year,Japan,1106202000,無線通信機器,production,industry-iip-annual-20260914
2020,iip_production_1106202000,無線通信機器・生産,100.0,index_2020_100,calendar_year,Japan,1106202000,無線通信機器,production,industry-iip-annual-20260914
2021,iip_production_1106202000,無線通信機器・生産,98.7,index_2020_100,calendar_year,Japan,1106202000,無線通信機器,production,industry-iip-annual-20260914
2022,iip_production_1106202000,無線通信機器・生産,82.7,index_2020_100,calendar_year,Japan,1106202000,無線通信機器,production,industry-iip-annual-20260914
2023,iip_production_1106202000,無線通信機器・生産,71.9,index_2020_100,calendar_year,Japan,1106202000,無線通信機器,production,industry-iip-annual-20260914
2024,iip_production_1106202000,無線通信機器・生産,59.2,index_2020_100,calendar_year,Japan,1106202000,無線通信機器,production,industry-iip-annual-20260914
2025,iip_production_1106202000,無線通信機器・生産,52.8,index_2020_100,calendar_year,Japan,1106202000,無線通信機器,production,industry-iip-annual-20260914
2018,iip_production_1106203000,民生用電子機械・生産,132.8,index_2020_100,calendar_year,Japan,1106203000,民生用電子機械,production,industry-iip-annual-20260914
2019,iip_production_1106203000,民生用電子機械・生産,124.0,index_2020_100,calendar_year,Japan,1106203000,民生用電子機械,production,industry-iip-annual-20260914
2020,iip_production_1106203000,民生用電子機械・生産,100.0,index_2020_100,calendar_year,Japan,1106203000,民生用電子機械,production,industry-iip-annual-20260914
2021,iip_production_1106203000,民生用電子機械・生産,96.0,index_2020_100,calendar_year,Japan,1106203000,民生用電子機械,production,industry-iip-annual-20260914
2022,iip_production_1106203000,民生用電子機械・生産,90.0,index_2020_100,calendar_year,Japan,1106203000,民生用電子機械,production,industry-iip-annual-20260914
2023,iip_production_1106203000,民生用電子機械・生産,107.1,index_2020_100,calendar_year,Japan,1106203000,民生用電子機械,production,industry-iip-annual-20260914
2024,iip_production_1106203000,民生用電子機械・生産,105.8,index_2020_100,calendar_year,Japan,1106203000,民生用電子機械,production,industry-iip-annual-20260914
2025,iip_production_1106203000,民生用電子機械・生産,80.8,index_2020_100,calendar_year,Japan,1106203000,民生用電子機械,production,industry-iip-annual-20260914
2018,iip_production_1106204000,電子計算機・生産,102.9,index_2020_100,calendar_year,Japan,1106204000,電子計算機,production,industry-iip-annual-20260914
2019,iip_production_1106204000,電子計算機・生産,140.2,index_2020_100,calendar_year,Japan,1106204000,電子計算機,production,industry-iip-annual-20260914
2020,iip_production_1106204000,電子計算機・生産,100.0,index_2020_100,calendar_year,Japan,1106204000,電子計算機,production,industry-iip-annual-20260914
2021,iip_production_1106204000,電子計算機・生産,90.2,index_2020_100,calendar_year,Japan,1106204000,電子計算機,production,industry-iip-annual-20260914
2022,iip_production_1106204000,電子計算機・生産,77.2,index_2020_100,calendar_year,Japan,1106204000,電子計算機,production,industry-iip-annual-20260914
2023,iip_production_1106204000,電子計算機・生産,81.5,index_2020_100,calendar_year,Japan,1106204000,電子計算機,production,industry-iip-annual-20260914
2024,iip_production_1106204000,電子計算機・生産,85.7,index_2020_100,calendar_year,Japan,1106204000,電子計算機,production,industry-iip-annual-20260914
2025,iip_production_1106204000,電子計算機・生産,101.5,index_2020_100,calendar_year,Japan,1106204000,電子計算機,production,industry-iip-annual-20260914
2018,iip_production_1106205000,情報端末装置・生産,120.6,index_2020_100,calendar_year,Japan,1106205000,情報端末装置,production,industry-iip-annual-20260914
2019,iip_production_1106205000,情報端末装置・生産,120.3,index_2020_100,calendar_year,Japan,1106205000,情報端末装置,production,industry-iip-annual-20260914
2020,iip_production_1106205000,情報端末装置・生産,100.0,index_2020_100,calendar_year,Japan,1106205000,情報端末装置,production,industry-iip-annual-20260914
2021,iip_production_1106205000,情報端末装置・生産,95.9,index_2020_100,calendar_year,Japan,1106205000,情報端末装置,production,industry-iip-annual-20260914
2022,iip_production_1106205000,情報端末装置・生産,98.9,index_2020_100,calendar_year,Japan,1106205000,情報端末装置,production,industry-iip-annual-20260914
2023,iip_production_1106205000,情報端末装置・生産,105.6,index_2020_100,calendar_year,Japan,1106205000,情報端末装置,production,industry-iip-annual-20260914
2024,iip_production_1106205000,情報端末装置・生産,104.2,index_2020_100,calendar_year,Japan,1106205000,情報端末装置,production,industry-iip-annual-20260914
2025,iip_production_1106205000,情報端末装置・生産,91.6,index_2020_100,calendar_year,Japan,1106205000,情報端末装置,production,industry-iip-annual-20260914
2018,iip_production_1107000000,輸送機械工業・生産,121.4,index_2020_100,calendar_year,Japan,1107000000,輸送機械工業,production,industry-iip-annual-20260914
2019,iip_production_1107000000,輸送機械工業・生産,120.9,index_2020_100,calendar_year,Japan,1107000000,輸送機械工業,production,industry-iip-annual-20260914
2020,iip_production_1107000000,輸送機械工業・生産,100.0,index_2020_100,calendar_year,Japan,1107000000,輸送機械工業,production,industry-iip-annual-20260914
2021,iip_production_1107000000,輸送機械工業・生産,98.4,index_2020_100,calendar_year,Japan,1107000000,輸送機械工業,production,industry-iip-annual-20260914
2022,iip_production_1107000000,輸送機械工業・生産,97.6,index_2020_100,calendar_year,Japan,1107000000,輸送機械工業,production,industry-iip-annual-20260914
2023,iip_production_1107000000,輸送機械工業・生産,111.5,index_2020_100,calendar_year,Japan,1107000000,輸送機械工業,production,industry-iip-annual-20260914
2024,iip_production_1107000000,輸送機械工業・生産,106.3,index_2020_100,calendar_year,Japan,1107000000,輸送機械工業,production,industry-iip-annual-20260914
2025,iip_production_1107000000,輸送機械工業・生産,107.2,index_2020_100,calendar_year,Japan,1107000000,輸送機械工業,production,industry-iip-annual-20260914
2018,iip_production_1107100000,自動車工業・生産,123.2,index_2020_100,calendar_year,Japan,1107100000,自動車工業,production,industry-iip-annual-20260914
2019,iip_production_1107100000,自動車工業・生産,121.1,index_2020_100,calendar_year,Japan,1107100000,自動車工業,production,industry-iip-annual-20260914
2020,iip_production_1107100000,自動車工業・生産,100.0,index_2020_100,calendar_year,Japan,1107100000,自動車工業,production,industry-iip-annual-20260914
2021,iip_production_1107100000,自動車工業・生産,101.8,index_2020_100,calendar_year,Japan,1107100000,自動車工業,production,industry-iip-annual-20260914
2022,iip_production_1107100000,自動車工業・生産,98.9,index_2020_100,calendar_year,Japan,1107100000,自動車工業,production,industry-iip-annual-20260914
2023,iip_production_1107100000,自動車工業・生産,113.1,index_2020_100,calendar_year,Japan,1107100000,自動車工業,production,industry-iip-annual-20260914
2024,iip_production_1107100000,自動車工業・生産,104.8,index_2020_100,calendar_year,Japan,1107100000,自動車工業,production,industry-iip-annual-20260914
